,id,question,answer,distractor1,distractor2,distractor(unsure),label,choice_list,choice_order
152,SP-61_CR,"Without breaking any rules, a man managed to enter a ladies-only club. How is this possible?",The man was a security guard at the club.,The club wanted to make fun of the man.,He succeeded in getting away from the security.,None of above.,0,"['The man was a security guard at the club.', 'He succeeded in getting away from the security.', 'The club wanted to make fun of the man.', 'None of above.']","[0, 2, 1, 3]"
153,SP-62,Nolan is outside a shop. She can not read the signs but she knows she needs to go in to make a purchase. What store is she at?,Eye glasses store.,Fruit store.,Bakery.,None of above.,0,"['Eye glasses store.', 'Fruit store.', 'Bakery.', 'None of above.']","[0, 1, 2, 3]"
154,SP-62_SR,"Nolan is in front of a store. She is unable to read the signs, but she is aware that she must enter in order to make a purchase. Where in the store is she?",Eye glasses store.,Fruit store.,Bakery.,None of above.,2,"['Bakery.', 'Fruit store.', 'Eye glasses store.', 'None of above.']","[2, 1, 0, 3]"
155,SP-62_CR,"Emily stands outside a building. She doesn't know what time it is, but she knows she has to go in to find out. Where is Emily?",Clock store.,Cafe.,Bakery.,None of above.,2,"['Cafe.', 'Bakery.', 'Clock store.', 'None of above.']","[1, 2, 0, 3]"
156,SP-63,"Which would see most clearly in total darkness? A bat, a tiger, or an owl.",None of above.,Tiger.,Bat.,Owl.,3,"['Owl.', 'Tiger.', 'Bat.', 'None of above.']","[3, 1, 2, 0]"
157,SP-63_SR,"Which could see the best in complete darkness? a tiger, a bat, or an owl.",None of above.,Tiger.,Bat.,Owl.,3,"['Bat.', 'Tiger.', 'Owl.', 'None of above.']","[2, 1, 3, 0]"
158,SP-63_CR,"Who would hear the quietest sound in a completely soundproof room? A dog, a dolphin, or a bat?",None of above.,Dog.,Dolphin.,Bat.,3,"['Bat.', 'Dolphin.', 'Dog.', 'None of above.']","[3, 2, 1, 0]"
159,SP-64,There was a man who everybody called Batman he knew nothing about bats and thought they were gross. He still loved it when people called him Batman! How could this be?,He was the star baseball player.,He is afraid others will laugh at him.,He tries to be friendly.,None of above.,1,"['He is afraid others will laugh at him.', 'He was the star baseball player.', 'He tries to be friendly.', 'None of above.']","[1, 0, 2, 3]"
160,SP-64_SR,"Everyone called him ""Batman,"" but he knew nothing about bats and thought they were disgusting. He still cherished being referred to as Batman! How is this possible?",He was the star baseball player.,He is afraid others will laugh at him.,He tries to be friendly.,None of above.,2,"['He tries to be friendly.', 'He is afraid others will laugh at him.', 'He was the star baseball player.', 'None of above.']","[2, 1, 0, 3]"
161,SP-64_CR,"There is a man who everyone calls ""Lightning,"" yet he's afraid of storms and has no interest in meteorology. Despite this, he is delighted when people refer to him as ""Lightning."" How could this be?",He's a professional sprinter.,He is afraid others will laugh at him.,He tries to be friendly.,None of above.,0,"[""He's a professional sprinter."", 'He is afraid others will laugh at him.', 'He tries to be friendly.', 'None of above.']","[0, 1, 2, 3]"
162,SP-65,"A woman went to visit her bank manager and she took her young daughter with her. The bank manager said that the woman's daughter could stay with his secretary during the meeting. When the woman and her daughter left, the secretary turned to the other secretary and said to her, ""That little girl was my daughter."" How could that be?",The secretary was the girl's father.,The girl has two mothers.,The gril's mother gets a promotion.,None of above.,2,"['The girl has two mothers.', ""The gril's mother gets a promotion."", ""The secretary was the girl's father."", 'None of above.']","[1, 2, 0, 3]"
163,SP-65_SR,"A woman took her young daughter with her when she went to see her bank manager. The bank manager permitted the woman's daughter to spend the meeting with his secretary. The secretary turned to the other secretary after the woman and her daughter left and told her, ""That little girl was my daughter."" How is that possible?",The secretary was the girl's father.,The girl has two mothers.,The gril's mother gets a promotion.,None of above.,2,"['The girl has two mothers.', ""The gril's mother gets a promotion."", ""The secretary was the girl's father."", 'None of above.']","[1, 2, 0, 3]"
164,SP-65_CR,"A man took his son to a baseball game. The coach of the team saw the man and said, ""That boy is my son."" Yet, the man at the baseball game was the boy's father. How is that possible?",The coach of the team is the boy's mother.,The boy has two fathers.,The boy's father gets a promotion.,None of above.,0,"[""The coach of the team is the boy's mother."", ""The boy's father gets a promotion."", 'The boy has two fathers.', 'None of above.']","[0, 2, 1, 3]"
165,SP-66,"Maria and Juliana went out for drinks together. They ordered the same drink. Juliana was really thirsty and finished five in the time it took Maria to finish one. The drinks were poisoned, but only Maria died. How?",The poison was in the ice.,The poison is unfunctional when you drink them together.,The poison need time to dissolve.,None of above.,2,"['The poison need time to dissolve.', 'The poison is unfunctional when you drink them together.', 'The poison was in the ice.', 'None of above.']","[2, 1, 0, 3]"
166,SP-66_SR,"Juliana and Maria went out for drinks collectively. They placed a joint drink order. In the time it took Maria to finish one, Juliana, who was extremely thirsty, finished five. Only Maria perished despite the drinks being poisoned. How?",The poison was in the ice.,The poison is unfunctional when you drink them together.,The poison need time to dissolve.,None of above.,0,"['The poison was in the ice.', 'The poison is unfunctional when you drink them together.', 'The poison need time to dissolve.', 'None of above.']","[0, 1, 2, 3]"
167,SP-66_CR,"Juliana and Maria went out for drinks collectively. They placed a joint drink order. In the time it took Maria to finish one, Juliana, who was extremely thirsty, finished five. Then Juliana went out for a phone call and came back several minutes later. However, there were new liquid in the five finished drinks. Maria didn't leap her drink to Juliana's and no one is around. How is that possible?",The ice in the drinks melted and become water.,The water vapor in the air become water in the drinks.,The glass had a chemical component to produce water.,None of above.,2,"['The glass had a chemical component to produce water.', 'The water vapor in the air become water in the drinks.', 'The ice in the drinks melted and become water.', 'None of above.']","[2, 1, 0, 3]"
168,SP-67,"I left my campsite and hired south for 3 miles. Then I turned east and hired for 3 miles. I then turned north and hired for 3 miles, at which time I came upon a bear inside my tent eating my food! What color was the bear?
","White.
",Black.,Brown.,None of above.,1,"['Black.', 'White.\n', 'Brown.', 'None of above.']","[1, 0, 2, 3]"
169,SP-67_SR,"I departed my campsite and traveled 3 miles to the south. I then made an eastward turn and traveled 3 miles. After 3 miles of heading north, I turned around and saw a bear eating inside my tent! The bear was what color?","White.
",Black.,Brown.,None of above.,0,"['White.\n', 'Black.', 'Brown.', 'None of above.']","[0, 1, 2, 3]"
170,SP-67_CR,"A new explorer got lost while travelling. She decided to walk 3 miles to the south and made an eastward turn, and ran 3 miles. Suddenly she realized it was the wrong way then she decided to walk 3 miles to the north. Amazingly, she went back to the point of departure. Where is she?",North Pole.,South Pole.,"Equator.
",None of above.,2,"['Equator.\n', 'South Pole.', 'North Pole.', 'None of above.']","[2, 1, 0, 3]"
